,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.09375,0.0,0.0,0.11764705,0.14035088,0.32,0.7261905,0.3,0.30681816,0.25301203,0.29411763,0.29411763,0.29411763,0.26506022,0.29411763,0.30232558,0.27058822,0.27380952,0.27058822
1,0.0625,0.0,0.0,0.11764705,0.122807026,0.32,0.75,0.32222223,0.36363637,0.24096388,0.27058822,0.27058822,0.27058822,0.24096388,0.27058822,0.27906975,0.2588235,0.25,0.2588235
2,0.0625,0.0,0.0,0.11764705,0.122807026,0.32,0.7619047,0.2777778,0.29545453,0.21686748,0.24705884,0.24705884,0.24705884,0.22891569,0.24705884,0.25581396,0.24705884,0.23809525,0.2588235
3,0.0625,0.0,0.0,0.0,0.08771926,0.32,0.7738095,0.3111111,0.22727272,0.1927711,0.2352941,0.2352941,0.2352941,0.21686748,0.2352941,0.24418604,0.2352941,0.22619048,0.2352941
4,0.03125,0.0,0.0,0.0,0.122807026,0.32,0.7857143,0.3111111,0.29545453,0.1927711,0.2235294,0.2235294,0.2235294,0.20481929,0.2235294,0.23255813,0.21176472,0.21428573,0.2235294
5,0.125,0.0,0.0,0.0,0.10526317,0.32,0.79761904,0.26666665,0.2727273,0.1927711,0.21176472,0.21176472,0.21176472,0.18072289,0.21176472,0.22093025,0.19999999,0.20238099,0.21176472
6,0.09375,0.0,0.0,0.11764705,0.122807026,0.32,0.79761904,0.21111111,0.23863637,0.1927711,0.21176472,0.21176472,0.21176472,0.18072289,0.21176472,0.22093025,0.19999999,0.20238099,0.21176472
7,0.0625,0.0,0.0,0.0,0.10526317,0.32,0.8095238,0.23333333,0.22727272,0.1927711,0.19999999,0.19999999,0.19999999,0.1686747,0.19999999,0.2093023,0.19999999,0.19047618,0.19999999
8,0.09375,0.0,0.0,0.0,0.08771926,0.32,0.82142854,0.24444444,0.20454547,0.14457831,0.18823528,0.18823528,0.18823528,0.15662652,0.18823528,0.19767442,0.18823528,0.17857143,0.18823528
9,0.09375,0.0,0.0,0.0,0.08771926,0.32,0.8333333,0.6666667,0.19318181,0.15662652,0.17647058,0.17647058,0.17647058,0.15662652,0.17647058,0.18604651,0.18823528,0.17857143,0.18823528
10,0.03125,0.0,0.0,0.0,0.08771926,0.32,0.8333333,0.35555553,0.20454547,0.14457831,0.16470587,0.16470587,0.16470587,0.14457831,0.16470587,0.1744186,0.17647058,0.16666669,0.18823528
11,0.09375,0.0,0.0,0.0,0.07017547,0.32,0.8452381,0.28888893,0.17045456,0.13253012,0.15294117,0.15294117,0.16470587,0.13253012,0.16470587,0.16279069,0.17647058,0.15476191,0.17647058
12,0.03125,0.0,0.0,0.0,0.07017547,0.32,0.85714287,0.21111111,0.18181819,0.13253012,0.15294117,0.15294117,0.15294117,0.13253012,0.15294117,0.16279069,0.15294117,0.15476191,0.16470587
13,0.09375,0.0,0.0,0.0,0.035087705,0.32,0.85714287,0.2,0.17045456,0.13253012,0.14117646,0.14117646,0.14117646,0.12048194,0.14117646,0.1511628,0.15294117,0.14285716,0.16470587
14,0.09375,0.0,0.0,0.11764705,0.035087705,0.32,0.86904764,0.23333333,0.17045456,0.13253012,0.12941176,0.12941176,0.12941176,0.12048194,0.12941176,0.13953486,0.14117646,0.14285716,0.15294117
15,0.09375,0.0,0.0,0.0,0.052631617,0.32,0.86904764,0.23333333,0.17045456,0.13253012,0.12941176,0.12941176,0.12941176,0.10843372,0.12941176,0.13953486,0.14117646,0.13095239,0.15294117
16,0.0625,0.0,0.0,0.0,0.052631617,0.32,0.88095236,0.24444444,0.1590909,0.12048194,0.11764705,0.11764705,0.11764705,0.10843372,0.11764705,0.12790698,0.14117646,0.13095239,0.14117646
17,0.0625,0.0,0.0,0.0,0.035087705,0.32,0.88095236,0.2,0.13636363,0.10843372,0.11764705,0.11764705,0.11764705,0.09638554,0.11764705,0.12790698,0.12941176,0.11904761,0.14117646
18,0.0625,0.0,0.0,0.0,0.035087705,0.32,0.88095236,0.24444444,0.1590909,0.09638554,0.10588235,0.10588235,0.10588235,0.09638554,0.10588235,0.116279066,0.12941176,0.11904761,0.14117646
19,0.03125,0.0,0.0,0.0,0.035087705,0.32,0.89285713,0.16666667,0.14772728,0.08433735,0.10588235,0.10588235,0.10588235,0.08433735,0.10588235,0.116279066,0.11764705,0.11904761,0.12941176
20,0.0625,0.0,0.0,0.0,0.052631617,0.32,0.89285713,0.14444445,0.13636363,0.07228917,0.09411764,0.09411764,0.09411764,0.08433735,0.09411764,0.10465118,0.11764705,0.107142866,0.12941176
21,0.0625,0.0,0.0,0.0,0.052631617,0.32,0.89285713,0.2,0.14772728,0.07228917,0.09411764,0.09411764,0.09411764,0.08433735,0.09411764,0.10465118,0.11764705,0.107142866,0.12941176
22,0.0625,0.0,0.0,0.0,0.035087705,0.32,0.9047619,0.17777778,0.17045456,0.07228917,0.09411764,0.09411764,0.09411764,0.07228917,0.09411764,0.10465118,0.10588235,0.107142866,0.12941176
23,0.0625,0.0,0.0,0.0,0.035087705,0.32,0.9047619,0.24444444,0.14772728,0.07228917,0.082352936,0.082352936,0.082352936,0.07228917,0.082352936,0.09302327,0.10588235,0.09523809,0.11764705
24,0.0625,0.0,0.0,0.0,0.052631617,0.32,0.9047619,0.6777778,0.125,0.07228917,0.082352936,0.082352936,0.082352936,0.07228917,0.082352936,0.09302327,0.10588235,0.09523809,0.12941176
25,0.03125,0.0,0.0,0.0,0.035087705,0.32,0.9047619,0.13333334,0.113636374,0.07228917,0.082352936,0.082352936,0.082352936,0.07228917,0.082352936,0.09302327,0.09411764,0.09523809,0.11764705
26,0.03125,0.0,0.0,0.0,0.035087705,0.32,0.9166666,0.16666667,0.113636374,0.07228917,0.070588216,0.070588216,0.082352936,0.060240954,0.082352936,0.08139534,0.09411764,0.09523809,0.11764705
27,0.0625,0.0,0.0,0.0,0.035087705,0.32,0.9166666,0.16666667,0.125,0.07228917,0.070588216,0.070588216,0.070588216,0.060240954,0.070588216,0.08139534,0.09411764,0.09523809,0.11764705
28,0.0625,0.0,0.0,0.0,0.052631617,0.32,0.9166666,0.14444445,0.102272734,0.07228917,0.070588216,0.070588216,0.070588216,0.060240954,0.070588216,0.08139534,0.09411764,0.08333334,0.10588235
29,0.0625,0.0,0.0,0.0,0.052631617,0.32,0.9166666,0.2,0.125,0.07228917,0.058823526,0.070588216,0.070588216,0.060240954,0.070588216,0.069767445,0.09411764,0.08333334,0.10588235
30,0.0625,0.0,0.0,0.0,0.052631617,0.32,0.9166666,0.22222225,0.125,0.07228917,0.058823526,0.070588216,0.070588216,0.04819277,0.070588216,0.069767445,0.09411764,0.08333334,0.10588235
31,0.0625,0.0,0.0,0.0,0.035087705,0.32,0.9166666,0.17777778,0.113636374,0.07228917,0.058823526,0.058823526,0.070588216,0.04819277,0.070588216,0.069767445,0.09411764,0.08333334,0.10588235
32,0.0625,0.0,0.0,0.0,0.052631617,0.32,0.9285714,0.15555556,0.102272734,0.07228917,0.058823526,0.058823526,0.058823526,0.04819277,0.058823526,0.069767445,0.09411764,0.08333334,0.10588235
33,0.0625,0.0,0.0,0.0,0.035087705,0.32,0.9285714,0.2,0.14772728,0.07228917,0.058823526,0.058823526,0.058823526,0.04819277,0.058823526,0.069767445,0.09411764,0.08333334,0.10588235
34,0.0625,0.0,0.0,0.0,0.035087705,0.32,0.9285714,0.17777778,0.102272734,0.07228917,0.058823526,0.058823526,0.058823526,0.04819277,0.058823526,0.069767445,0.09411764,0.07142857,0.09411764
35,0.0625,0.0,0.0,0.0,0.035087705,0.32,0.9285714,0.15555556,0.113636374,0.07228917,0.04705882,0.058823526,0.058823526,0.04819277,0.058823526,0.058139533,0.09411764,0.07142857,0.09411764
36,0.0625,0.0,0.0,0.0,0.035087705,0.32,0.9285714,0.13333334,0.125,0.07228917,0.04705882,0.04705882,0.058823526,0.04819277,0.058823526,0.058139533,0.082352936,0.07142857,0.09411764
37,0.0625,0.0,0.0,0.0,0.07017547,0.32,0.9285714,0.24444444,0.102272734,0.07228917,0.04705882,0.058823526,0.058823526,0.04819277,0.058823526,0.058139533,0.09411764,0.07142857,0.09411764
38,0.0625,0.0,0.0,0.11764705,0.052631617,0.32,0.9285714,0.21111111,0.09090911,0.07228917,0.04705882,0.04705882,0.058823526,0.04819277,0.058823526,0.058139533,0.082352936,0.07142857,0.09411764
39,0.0625,0.0,0.0,0.11764705,0.052631617,0.32,0.9285714,0.26666665,0.113636374,0.07228917,0.04705882,0.04705882,0.058823526,0.04819277,0.058823526,0.058139533,0.09411764,0.07142857,0.10588235
40,0.0625,0.0,0.0,0.0,0.052631617,0.32,0.9285714,0.25555557,0.102272734,0.07228917,0.04705882,0.04705882,0.04705882,0.03614457,0.04705882,0.058139533,0.09411764,0.07142857,0.10588235
41,0.0625,0.0,0.0,0.0,0.052631617,0.32,0.9285714,0.2777778,0.102272734,0.07228917,0.04705882,0.04705882,0.04705882,0.03614457,0.04705882,0.058139533,0.082352936,0.07142857,0.09411764
42,0.0625,0.0,0.0,0.0,0.07017547,0.32,0.9285714,0.17777778,0.102272734,0.07228917,0.04705882,0.04705882,0.04705882,0.03614457,0.04705882,0.058139533,0.082352936,0.07142857,0.09411764
43,0.0625,0.0,0.0,0.0,0.035087705,0.32,0.9285714,0.15555556,0.13636363,0.07228917,0.04705882,0.04705882,0.04705882,0.03614457,0.04705882,0.058139533,0.082352936,0.07142857,0.09411764
44,0.0625,0.0,0.0,0.0,0.035087705,0.32,0.9285714,0.17777778,0.102272734,0.07228917,0.04705882,0.04705882,0.04705882,0.03614457,0.04705882,0.058139533,0.082352936,0.07142857,0.09411764
45,0.0625,0.0,0.0,0.0,0.052631617,0.32,0.9285714,0.14444445,0.102272734,0.07228917,0.04705882,0.04705882,0.04705882,0.03614457,0.04705882,0.058139533,0.082352936,0.07142857,0.09411764
46,0.03125,0.0,0.0,0.0,0.08771926,0.32,0.9285714,0.122222215,0.102272734,0.07228917,0.04705882,0.04705882,0.04705882,0.03614457,0.04705882,0.058139533,0.082352936,0.07142857,0.09411764
47,0.0625,0.0,0.84000003,0.254902,0.1929825,0.32,0.9166666,0.14444445,0.09090911,0.07228917,0.04705882,0.04705882,0.04705882,0.03614457,0.04705882,0.058139533,0.082352936,0.07142857,0.09411764
48,0.0625,0.0,1.0,0.11764705,0.68421054,0.32,0.85714287,0.15555556,0.18181819,0.07228917,0.04705882,0.04705882,0.04705882,0.03614457,0.04705882,0.058139533,0.11764705,0.07142857,0.14117646
49,0.0625,0.0,1.0,0.11764705,0.68421054,0.32,0.85714287,0.16666667,0.19318181,0.07228917,0.04705882,0.04705882,0.04705882,0.03614457,0.04705882,0.058139533,0.12941176,0.07142857,0.12941176
50,0.0625,0.0,1.0,0.0,0.35087717,0.32,0.9047619,0.22222225,0.14772728,0.07228917,0.04705882,0.04705882,0.04705882,0.03614457,0.04705882,0.058139533,0.09411764,0.07142857,0.10588235
51,0.0625,0.0,0.0,0.0,0.052631617,0.32,0.9285714,0.21111111,0.102272734,0.07228917,0.04705882,0.04705882,0.04705882,0.03614457,0.04705882,0.058139533,0.082352936,0.07142857,0.09411764
52,0.0625,0.0,0.0,0.0,0.035087705,0.32,0.9285714,0.14444445,0.102272734,0.07228917,0.04705882,0.04705882,0.04705882,0.03614457,0.04705882,0.058139533,0.082352936,0.07142857,0.09411764
53,0.0625,0.0,0.0,0.0,0.035087705,0.32,0.9285714,0.14444445,0.102272734,0.07228917,0.04705882,0.04705882,0.058823526,0.03614457,0.058823526,0.058139533,0.082352936,0.07142857,0.09411764
54,0.0625,0.0,0.0,0.0,0.052631617,0.32,0.9285714,0.2,0.113636374,0.07228917,0.04705882,0.04705882,0.058823526,0.04819277,0.058823526,0.058139533,0.09411764,0.07142857,0.09411764
55,0.0625,0.0,0.0,0.0,0.035087705,0.32,0.9285714,0.23333333,0.113636374,0.07228917,0.04705882,0.058823526,0.058823526,0.04819277,0.058823526,0.058139533,0.09411764,0.07142857,0.09411764
56,0.0625,0.0,0.0,0.0,0.10526317,0.32,0.9285714,0.17777778,0.113636374,0.07228917,0.058823526,0.058823526,0.058823526,0.04819277,0.058823526,0.069767445,0.09411764,0.07142857,0.10588235
57,0.0625,0.0,0.0,0.0,0.08771926,0.32,0.9285714,0.18888889,0.102272734,0.07228917,0.058823526,0.058823526,0.058823526,0.04819277,0.058823526,0.069767445,0.10588235,0.08333334,0.11764705
58,0.0625,0.0,0.0,0.0,0.07017547,0.32,0.9285714,0.18888889,0.113636374,0.07228917,0.058823526,0.058823526,0.058823526,0.04819277,0.058823526,0.069767445,0.09411764,0.08333334,0.10588235
59,0.0625,0.0,0.0,0.0,0.052631617,0.32,0.9166666,0.099999994,0.113636374,0.07228917,0.058823526,0.058823526,0.070588216,0.04819277,0.070588216,0.069767445,0.09411764,0.08333334,0.10588235
60,0.0625,0.0,0.0,0.0,0.052631617,0.32,0.9166666,0.17777778,0.102272734,0.07228917,0.058823526,0.070588216,0.070588216,0.04819277,0.070588216,0.069767445,0.09411764,0.08333334,0.10588235
61,0.03125,0.0,0.0,0.0,0.052631617,0.32,0.9166666,0.23333333,0.113636374,0.07228917,0.070588216,0.070588216,0.070588216,0.060240954,0.070588216,0.08139534,0.09411764,0.09523809,0.10588235
62,0.03125,0.0,0.0,0.0,0.035087705,0.32,0.9166666,0.23333333,0.125,0.07228917,0.070588216,0.070588216,0.082352936,0.060240954,0.082352936,0.08139534,0.09411764,0.09523809,0.11764705
63,0.09375,0.0,0.0,0.0,0.035087705,0.32,0.9047619,0.26666665,0.13636363,0.07228917,0.082352936,0.082352936,0.082352936,0.060240954,0.082352936,0.09302327,0.10588235,0.09523809,0.11764705
64,0.0625,0.0,0.0,0.0,0.052631617,0.32,0.9047619,0.21111111,0.13636363,0.07228917,0.082352936,0.082352936,0.082352936,0.07228917,0.082352936,0.09302327,0.10588235,0.09523809,0.11764705
65,0.0625,0.0,0.0,0.0,0.07017547,0.32,0.9047619,0.2,0.113636374,0.07228917,0.082352936,0.09411764,0.09411764,0.07228917,0.09411764,0.09302327,0.11764705,0.107142866,0.14117646
66,0.09375,0.0,0.0,0.0,0.07017547,0.32,0.89285713,0.2777778,0.125,0.07228917,0.09411764,0.09411764,0.09411764,0.08433735,0.09411764,0.10465118,0.11764705,0.107142866,0.12941176
67,0.0625,0.0,0.0,0.0,0.052631617,0.32,0.89285713,0.25555557,0.113636374,0.08433735,0.09411764,0.09411764,0.10588235,0.08433735,0.10588235,0.10465118,0.12941176,0.107142866,0.12941176
68,0.09375,0.0,0.0,0.0,0.07017547,0.32,0.88095236,0.26666665,0.13636363,0.09638554,0.10588235,0.10588235,0.10588235,0.09638554,0.10588235,0.116279066,0.12941176,0.11904761,0.14117646
69,0.09375,0.0,0.0,0.0,0.07017547,0.32,0.88095236,0.3111111,0.14772728,0.10843372,0.11764705,0.11764705,0.11764705,0.09638554,0.11764705,0.12790698,0.14117646,0.11904761,0.14117646
70,0.0625,0.0,0.0,0.0,0.07017547,0.32,0.86904764,0.24444444,0.14772728,0.12048194,0.11764705,0.11764705,0.11764705,0.09638554,0.11764705,0.12790698,0.14117646,0.13095239,0.14117646
71,0.03125,0.0,0.0,0.0,0.07017547,0.32,0.86904764,0.17777778,0.17045456,0.13253012,0.12941176,0.12941176,0.12941176,0.10843372,0.12941176,0.13953486,0.14117646,0.13095239,0.15294117
72,0.125,0.0,0.0,0.0,0.07017547,0.32,0.85714287,0.2,0.17045456,0.13253012,0.14117646,0.14117646,0.14117646,0.10843372,0.14117646,0.1511628,0.14117646,0.14285716,0.15294117
73,0.0625,0.0,0.0,0.0,0.07017547,0.32,0.85714287,0.23333333,0.20454547,0.13253012,0.15294117,0.15294117,0.15294117,0.12048194,0.15294117,0.16279069,0.15294117,0.15476191,0.16470587
74,0.09375,0.0,0.0,0.0,0.07017547,0.32,0.8452381,0.18888889,0.20454547,0.13253012,0.15294117,0.15294117,0.15294117,0.13253012,0.15294117,0.16279069,0.16470587,0.15476191,0.17647058
75,0.09375,0.0,0.0,0.0,0.07017547,0.32,0.8333333,0.21111111,0.19318181,0.13253012,0.16470587,0.16470587,0.16470587,0.14457831,0.16470587,0.1744186,0.17647058,0.16666669,0.18823528
76,0.0625,0.0,0.0,0.0,0.052631617,0.32,0.8333333,0.3,0.20454547,0.14457831,0.17647058,0.17647058,0.17647058,0.14457831,0.17647058,0.18604651,0.17647058,0.16666669,0.18823528
77,0.09375,0.0,0.0,0.11764705,0.08771926,0.32,0.82142854,0.28888893,0.20454547,0.15662652,0.18823528,0.17647058,0.17647058,0.15662652,0.17647058,0.19767442,0.18823528,0.17857143,0.18823528
78,0.0625,0.0,0.0,0.11764705,0.07017547,0.32,0.82142854,0.2777778,0.23863637,0.1686747,0.18823528,0.18823528,0.18823528,0.15662652,0.18823528,0.19767442,0.19999999,0.17857143,0.19999999
79,0.03125,0.0,0.0,0.0,0.052631617,0.32,0.8095238,0.24444444,0.25,0.18072289,0.19999999,0.19999999,0.19999999,0.18072289,0.19999999,0.2093023,0.19999999,0.19047618,0.19999999
80,0.125,0.0,0.0,0.0,0.07017547,0.32,0.8095238,0.18888889,0.2727273,0.18072289,0.21176472,0.21176472,0.21176472,0.18072289,0.21176472,0.22093025,0.19999999,0.20238099,0.21176472
81,0.0625,0.0,0.0,0.0,0.07017547,0.32,0.79761904,0.21111111,0.23863637,0.1927711,0.21176472,0.21176472,0.21176472,0.1927711,0.21176472,0.22093025,0.19999999,0.20238099,0.21176472
82,0.09375,0.0,0.0,0.0,0.10526317,0.32,0.7857143,0.22222225,0.22727272,0.1927711,0.2235294,0.2235294,0.2235294,0.1927711,0.2235294,0.23255813,0.2235294,0.21428573,0.2235294
83,0.09375,0.0,0.0,0.0,0.08771926,0.32,0.7857143,0.21111111,0.25,0.1927711,0.2352941,0.2235294,0.2235294,0.20481929,0.2235294,0.24418604,0.2235294,0.21428573,0.2235294
84,0.0625,0.0,0.0,0.0,0.10526317,0.32,0.7857143,0.34444445,0.31818184,0.20481929,0.2352941,0.2352941,0.2352941,0.20481929,0.2352941,0.24418604,0.2352941,0.22619048,0.2235294
85,0.0625,0.0,0.0,0.0,0.08771926,0.32,0.7738095,0.24444444,0.32954547,0.21686748,0.24705884,0.24705884,0.24705884,0.21686748,0.24705884,0.25581396,0.2352941,0.23809525,0.2352941
86,0.09375,0.0,0.0,0.0,0.10526317,0.32,0.7619047,0.28888893,0.26136363,0.22891569,0.2588235,0.24705884,0.24705884,0.22891569,0.24705884,0.26744187,0.24705884,0.23809525,0.2352941
87,0.0625,0.0,0.0,0.0,0.122807026,0.32,0.7619047,0.28888893,0.2727273,0.22891569,0.2588235,0.2588235,0.2588235,0.22891569,0.2588235,0.26744187,0.24705884,0.25,0.2588235
88,0.09375,0.0,0.0,0.0,0.10526317,0.32,0.75,0.2,0.26136363,0.24096388,0.27058822,0.2588235,0.2588235,0.24096388,0.2588235,0.27906975,0.24705884,0.25,0.24705884
89,0.125,0.0,0.0,0.0,0.122807026,0.32,0.75,0.24444444,0.26136363,0.25301203,0.27058822,0.27058822,0.27058822,0.24096388,0.27058822,0.27906975,0.24705884,0.25,0.24705884
90,0.03125,0.0,0.0,0.0,0.07017547,0.32,0.75,0.3111111,0.2727273,0.24096388,0.2823529,0.27058822,0.27058822,0.24096388,0.27058822,0.29069766,0.24705884,0.25,0.2588235
91,0.0625,0.0,0.0,0.0,0.07017547,0.32,0.75,0.3,0.2727273,0.25301203,0.2823529,0.2823529,0.27058822,0.25301203,0.27058822,0.29069766,0.2588235,0.26190478,0.2588235
92,0.09375,0.0,0.0,0.0,0.10526317,0.32,0.7380952,0.35555553,0.29545453,0.24096388,0.2823529,0.2823529,0.2823529,0.25301203,0.2823529,0.29069766,0.2588235,0.26190478,0.2588235
93,0.0625,0.0,0.0,0.0,0.122807026,0.32,0.7380952,0.35555553,0.32954547,0.25301203,0.29411763,0.29411763,0.2823529,0.26506022,0.2823529,0.30232558,0.27058822,0.27380952,0.27058822
